Investor_ID,Longevity,Female,Age,Income,ProfManage,Diversification,Affordability,Liquidity,Growth,Trustworthiness,Technology,Integrity,BrandValue,AUM,Persona_Cluster,Recommended_Fund_Type,Recommended_Distributor_To_Contact
837,16,1,2,3,4,4,2,3,5,5,1,3,3,4844688,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
838,23,1,3,3,6,4,1,0,7,7,1,7,6,7692111,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
839,7,1,1,4,4,7,1,1,6,4,3,6,5,4070047,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
840,25,1,3,4,5,7,1,0,3,6,5,3,6,13112264,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
841,2,0,1,2,2,1,4,4,5,2,7,2,1,273850,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
842,4,0,1,3,2,3,2,4,5,4,6,3,3,1355172,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
843,5,0,1,4,4,7,1,1,4,3,4,5,6,3373530,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
844,10,0,2,2,4,4,4,5,5,2,6,2,4,2781594,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
845,12,0,2,3,4,4,2,3,6,4,3,4,3,4842685,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
846,12,0,2,3,3,4,1,3,7,4,2,4,4,4242444,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
847,16,0,2,4,4,4,0,1,3,4,6,4,5,6569431,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
848,19,0,3,2,6,6,3,6,6,6,2,6,7,4752694,3.0,Index & Passive Smart-Beta,Zerodha Fund House / Coin
849,22,0,3,3,7,5,0,0,5,7,2,6,7,7172663,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
850,25,0,3,4,4,4,1,0,3,6,5,7,4,18410344,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
851,1,1,1,2,2,1,4,4,5,2,7,2,1,244345,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
852,4,1,1,3,2,3,2,4,5,4,6,3,3,1584827,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
853,7,1,1,4,5,7,1,1,5,4,6,5,5,4062384,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
854,10,1,2,2,3,4,5,6,6,3,6,3,4,2363300,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
855,16,1,2,3,4,4,2,3,5,5,1,3,3,4836253,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
856,13,1,2,3,3,4,3,3,5,5,2,3,4,4369971,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
857,18,1,3,2,7,7,3,7,7,5,2,7,6,4453462,3.0,Index & Passive Smart-Beta,Zerodha Fund House / Coin
858,23,1,3,3,6,4,1,0,7,7,1,7,6,7527875,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
859,12,1,2,2,4,4,4,5,5,2,6,2,4,2652909,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
860,25,1,3,4,3,5,1,0,3,6,4,3,6,13344476,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
861,1,0,1,1,1,2,6,4,3,3,5,2,2,98077,0.0,Equity & High Growth Funds,NJ IndiaInvest Pvt Ltd (National Distributor)
862,2,0,1,1,2,1,6,3,4,2,6,2,1,99658,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
863,8,0,2,1,0,1,7,5,3,3,3,4,3,180140,0.0,Equity & High Growth Funds,NJ IndiaInvest Pvt Ltd (National Distributor)
864,8,0,2,1,1,2,6,5,4,4,2,4,2,159967,0.0,Equity & High Growth Funds,NJ IndiaInvest Pvt Ltd (National Distributor)
865,18,0,3,1,2,0,7,7,3,6,0,6,6,459957,0.0,Equity & High Growth Funds,NJ IndiaInvest Pvt Ltd (National Distributor)
866,2,0,1,2,2,1,4,4,5,2,7,2,1,273361,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
867,9,0,2,2,4,3,5,6,5,3,5,3,4,2291437,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
868,9,0,2,2,3,4,5,6,6,3,6,3,4,2390140,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
869,10,0,2,2,4,4,4,5,5,2,6,2,4,2684545,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
870,11,0,2,2,4,3,6,5,4,2,5,1,4,2826674,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
871,19,0,3,2,6,6,3,6,6,6,2,6,7,4697073,3.0,Index & Passive Smart-Beta,Zerodha Fund House / Coin
872,19,0,3,2,7,7,3,7,7,5,2,7,6,4459890,3.0,Index & Passive Smart-Beta,Zerodha Fund House / Coin
873,4,0,1,3,2,3,2,4,5,4,6,3,3,1337555,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
874,4,0,1,3,2,4,1,3,5,4,7,3,3,1675094,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
875,12,0,2,3,4,4,2,3,6,4,3,4,3,4878254,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
876,13,0,2,3,3,4,3,3,5,5,2,3,4,4424877,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
877,12,0,2,3,3,4,1,3,7,4,2,4,4,4233781,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
878,23,0,3,3,6,5,1,2,6,6,1,7,6,7860373,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
879,22,0,3,3,7,5,0,0,5,7,2,6,7,7158158,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
880,24,0,3,3,6,4,1,0,7,7,1,7,6,7382123,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
881,5,0,1,4,4,6,1,1,6,3,5,6,6,3382746,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
882,16,0,2,4,4,6,0,1,4,4,5,6,6,6568008,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
883,24,0,3,4,3,6,2,1,7,6,6,2,2,16372093,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
884,25,0,3,4,5,6,1,0,6,6,4,6,6,19216265,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
885,1,1,1,1,1,2,6,4,3,3,5,2,2,100005,0.0,Equity & High Growth Funds,NJ IndiaInvest Pvt Ltd (National Distributor)
886,1,1,1,1,2,1,6,3,4,2,6,2,1,99368,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
887,8,1,2,1,1,2,6,5,4,4,2,4,2,137591,0.0,Equity & High Growth Funds,NJ IndiaInvest Pvt Ltd (National Distributor)
888,1,1,1,2,2,1,4,4,5,2,7,2,1,261385,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
889,9,1,2,2,4,3,5,6,5,3,5,3,4,2153132,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
890,10,1,2,2,3,4,5,6,6,3,6,3,4,2355034,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
891,12,1,2,2,4,4,4,5,5,2,6,2,4,2622404,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
892,18,1,3,2,7,7,3,7,7,5,2,7,6,4495201,3.0,Index & Passive Smart-Beta,Zerodha Fund House / Coin
893,4,1,1,3,2,3,2,4,5,4,6,3,3,1575114,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
894,12,1,2,3,4,4,2,3,6,4,3,4,3,4249849,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
895,13,1,2,3,3,4,3,3,5,5,2,3,4,4345439,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
896,14,1,2,3,3,4,1,3,7,4,2,4,4,4171528,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
897,16,1,2,3,4,4,2,3,5,5,1,3,3,4871984,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
898,23,1,3,3,6,4,1,0,7,7,1,7,6,7662467,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
899,7,1,1,4,5,5,1,1,6,4,6,7,4,4099273,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
900,25,1,3,4,3,7,1,0,6,6,5,4,4,12729174,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
901,1,0,1,1,1,2,6,4,3,3,5,2,2,98071,0.0,Equity & High Growth Funds,NJ IndiaInvest Pvt Ltd (National Distributor)
902,2,0,1,1,2,1,6,3,4,2,6,2,1,99642,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
903,8,0,2,1,0,1,7,5,3,3,3,4,3,180312,0.0,Equity & High Growth Funds,NJ IndiaInvest Pvt Ltd (National Distributor)
904,8,0,2,1,1,2,6,5,4,4,2,4,2,159867,0.0,Equity & High Growth Funds,NJ IndiaInvest Pvt Ltd (National Distributor)
905,18,0,3,1,2,0,7,7,3,6,0,6,6,459937,0.0,Equity & High Growth Funds,NJ IndiaInvest Pvt Ltd (National Distributor)
906,2,0,1,2,2,1,4,4,5,2,7,2,1,273631,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
907,9,0,2,2,4,3,5,6,5,3,5,3,4,2351120,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
908,9,0,2,2,3,4,5,6,6,3,6,3,4,2413954,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
909,10,0,2,2,4,4,4,5,5,2,6,2,4,2675368,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
910,11,0,2,2,4,3,6,5,4,2,5,1,4,2882842,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
911,19,0,3,2,6,6,3,6,6,6,2,6,7,4696314,3.0,Index & Passive Smart-Beta,Zerodha Fund House / Coin
912,19,0,3,2,7,7,3,7,7,5,2,7,6,4440347,3.0,Index & Passive Smart-Beta,Zerodha Fund House / Coin
913,4,0,1,3,2,3,2,4,5,4,6,3,3,1342308,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
914,4,0,1,3,2,4,1,3,5,4,7,3,3,1684306,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
915,12,0,2,3,4,4,2,3,6,4,3,4,3,4844956,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
916,13,0,2,3,3,4,3,3,5,5,2,3,4,4426819,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
917,12,0,2,3,3,4,1,3,7,4,2,4,4,4194154,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
918,23,0,3,3,6,5,1,2,6,6,1,7,6,7973309,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
919,22,0,3,3,7,5,0,0,5,7,2,6,7,7179233,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
920,24,0,3,3,6,4,1,0,7,7,1,7,6,7411323,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
921,5,0,1,4,2,6,1,1,5,3,7,2,3,3394068,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
922,16,0,2,4,3,6,0,1,5,4,5,2,2,6566715,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
923,24,0,3,4,6,7,2,1,6,6,1,7,6,17143372,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
924,25,0,3,4,7,6,1,0,6,6,2,6,7,18673016,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
925,1,1,1,1,1,2,6,4,3,3,5,2,2,99828,0.0,Equity & High Growth Funds,NJ IndiaInvest Pvt Ltd (National Distributor)
926,1,1,1,1,2,1,6,3,4,2,6,2,1,99114,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
927,8,1,2,1,1,2,6,5,4,4,2,4,2,133437,0.0,Equity & High Growth Funds,NJ IndiaInvest Pvt Ltd (National Distributor)
928,1,1,1,2,2,1,4,4,5,2,7,2,1,247613,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
929,9,1,2,2,4,3,5,6,5,3,5,3,4,2122365,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
930,10,1,2,2,3,4,5,6,6,3,6,3,4,2326300,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
931,12,1,2,2,4,4,4,5,5,2,6,2,4,2667636,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
932,18,1,3,2,7,7,3,7,7,5,2,7,6,4531851,3.0,Index & Passive Smart-Beta,Zerodha Fund House / Coin
933,4,1,1,3,2,3,2,4,5,4,6,3,3,1581535,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
934,12,1,2,3,4,4,2,3,6,4,3,4,3,4226720,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
935,13,1,2,3,3,4,3,3,5,5,2,3,4,4422777,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
936,14,1,2,3,3,4,1,3,7,4,2,4,4,4193917,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
937,16,1,2,3,4,4,2,3,5,5,1,3,3,4881639,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
938,23,1,3,3,6,4,1,0,7,7,1,7,6,7506430,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
939,7,1,1,4,2,6,1,1,5,3,7,2,3,4097929,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
940,25,1,3,4,7,6,1,0,6,6,2,6,7,12660828,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
941,1,0,1,1,1,2,6,4,3,3,5,2,2,98106,0.0,Equity & High Growth Funds,NJ IndiaInvest Pvt Ltd (National Distributor)
942,2,0,1,1,2,1,6,3,4,2,6,2,1,99869,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
943,8,0,2,1,0,1,7,5,3,3,3,4,3,180298,0.0,Equity & High Growth Funds,NJ IndiaInvest Pvt Ltd (National Distributor)
944,8,0,2,1,1,2,6,5,4,4,2,4,2,160113,0.0,Equity & High Growth Funds,NJ IndiaInvest Pvt Ltd (National Distributor)
945,18,0,3,1,2,0,7,7,3,6,0,6,6,459512,0.0,Equity & High Growth Funds,NJ IndiaInvest Pvt Ltd (National Distributor)
946,2,0,1,2,2,1,4,4,5,2,7,2,1,273577,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
947,9,0,2,2,4,3,5,6,5,3,5,3,4,2281116,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
948,9,0,2,2,3,4,5,6,6,3,6,3,4,2441422,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
949,10,0,2,2,4,4,4,5,5,2,6,2,4,2675093,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
950,11,0,2,2,4,3,6,5,4,2,5,1,4,2814514,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
951,19,0,3,2,6,6,3,6,6,6,2,6,7,4727105,3.0,Index & Passive Smart-Beta,Zerodha Fund House / Coin
952,19,0,3,2,7,7,3,7,7,5,2,7,6,4439361,3.0,Index & Passive Smart-Beta,Zerodha Fund House / Coin
953,4,0,1,3,2,3,2,4,5,4,6,3,3,1267702,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
954,4,0,1,3,2,4,1,3,5,4,7,3,3,1703474,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
955,12,0,2,3,4,4,2,3,6,4,3,4,3,4873434,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
956,13,0,2,3,3,4,3,3,5,5,2,3,4,4363883,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
957,12,0,2,3,3,4,1,3,7,4,2,4,4,4218941,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
958,23,0,3,3,6,5,1,2,6,6,1,7,6,7948230,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
959,22,0,3,3,7,5,0,0,5,7,2,6,7,7168205,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
960,24,0,3,3,6,4,1,0,7,7,1,7,6,7430698,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
961,5,0,1,4,2,6,1,1,5,3,7,2,3,3338197,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
962,16,0,2,4,3,6,0,1,5,4,5,2,2,6567238,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
963,24,0,3,4,6,7,2,1,6,6,1,7,6,16925973,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
964,25,0,3,4,7,6,1,0,6,6,2,6,7,18934402,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
965,1,1,1,1,1,2,6,4,3,3,5,2,2,99726,0.0,Equity & High Growth Funds,NJ IndiaInvest Pvt Ltd (National Distributor)
966,1,1,1,1,2,1,6,3,4,2,6,2,1,99236,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
967,8,1,2,1,1,2,6,5,4,4,2,4,2,142393,0.0,Equity & High Growth Funds,NJ IndiaInvest Pvt Ltd (National Distributor)
968,1,1,1,2,2,1,4,4,5,2,7,2,1,256556,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
969,9,1,2,2,4,3,5,6,5,3,5,3,4,2181361,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
970,10,1,2,2,3,4,5,6,6,3,6,3,4,2369356,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
971,12,1,2,2,4,4,4,5,5,2,6,2,4,2663232,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
972,18,1,3,2,7,7,3,7,7,5,2,7,6,4520134,3.0,Index & Passive Smart-Beta,Zerodha Fund House / Coin
973,4,1,1,3,2,3,2,4,5,4,6,3,3,1540088,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
974,12,1,2,3,4,4,2,3,6,4,3,4,3,4323743,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
975,13,1,2,3,3,4,3,3,5,5,2,3,4,4411153,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
976,14,1,2,3,3,4,1,3,7,4,2,4,4,4144230,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
977,16,1,2,3,4,4,2,3,5,5,1,3,3,4869169,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
978,23,1,3,3,6,4,1,0,7,7,1,7,6,7602609,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
979,7,1,1,4,2,6,1,1,5,3,7,2,3,4041448,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
980,25,1,3,4,7,6,1,0,6,6,2,6,7,12771613,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
981,2,0,1,2,2,1,4,4,5,2,7,2,1,273435,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
982,4,0,1,3,2,3,2,4,5,4,6,3,3,1299290,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
983,5,0,1,4,2,6,1,1,5,3,7,2,3,3359147,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
984,10,0,2,2,4,4,4,5,5,2,6,2,4,2654248,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
985,12,0,2,3,4,4,2,3,6,4,3,4,3,4833809,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
986,12,0,2,3,3,4,1,3,7,4,2,4,4,4202690,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
987,16,0,2,4,3,6,0,1,5,4,5,2,2,6568117,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
988,19,0,3,2,6,6,3,6,6,6,2,6,7,4716278,3.0,Index & Passive Smart-Beta,Zerodha Fund House / Coin
989,22,0,3,3,7,5,0,0,5,7,2,6,7,7167008,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
990,25,0,3,4,7,6,1,0,6,6,2,6,7,18600491,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
991,1,1,1,2,2,1,4,4,5,2,7,2,1,248182,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
992,4,1,1,3,2,3,2,4,5,4,6,3,3,1588404,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
993,7,1,1,4,2,6,1,1,5,3,7,2,3,4026809,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
994,10,1,2,2,3,4,5,6,6,3,6,3,4,2390105,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
995,16,1,2,3,4,4,2,3,5,5,1,3,3,4889426,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
996,13,1,2,3,3,4,3,3,5,5,2,3,4,4356312,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
997,18,1,3,2,7,7,3,7,7,5,2,7,6,4509248,3.0,Index & Passive Smart-Beta,Zerodha Fund House / Coin
998,23,1,3,3,6,4,1,0,7,7,1,7,6,7414400,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
999,12,1,2,2,4,4,4,5,5,2,6,2,4,2663658,2.0,Hybrid & Asset Allocation,Prudent Corporate Advisory Services Ltd
1000,25,1,3,4,7,6,1,0,6,6,2,6,7,12481287,1.0,Liquid & Debt Preservation,State Bank of India (Wealth)
